,genre_ids,id,language,title,overview,popularity,release_date,vote_average,vote_count,release_month,release_year,genre
8838,"[18, 9648]",287131,tr,Gece Yolculuğu,A confused script writer takes refuge in the ruins of a Byzantine church at a remote village while looking for locations for his next film.,3.7482,1987-12-17,7.0,12,December,1987,Drama+Mystery
8839,"[18, 53]",9445,en,Apt Pupil,"One day in 1984, Todd Bowden, a brilliant high school boy fascinated by the history of Nazism, stumbles across an old man whose appearance resembles that of Kurt Dussander, a wanted Nazi war criminal. A month later, Todd decides to knock on his door.",3.8645,1998-10-23,6.534,655,October,1998,Drama+Thriller
8840,"[80, 28, 18]",581526,ko,다만 악에서 구하소서,"A retired contract killer goes on a bloody rampage when a young girl finds herself at the mercy of gangland human traffickers and only one man can come to her rescue, with an arsenal of weapons and years of experience in the art of killing.",3.3911,2020-08-05,6.9,206,August,2020,Action+Crime+Drama
8841,"[12, 878, 14]",393209,en,Avatar 5,The fifth installment of the Avatar franchise.,3.3315,2031-12-17,0.0,0,December,2031,Adventure+Fantasy+Science Fiction
8843,"[10751, 35]",218778,en,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.",3.2682,2014-10-08,6.197,1356,October,2014,Comedy+Family
8844,"[10752, 18]",983044,no,Konvoi,"In 1942, a convoy of 35 civilian ships, carrying vital supplies from Iceland to the Soviet Union, faces deadly challenges in the Arctic. Despite Allied naval escort, catastrophic intelligence errors expose the convoy to relentless German air and naval attacks. In the brutal conditions, inexperienced civilian sailors fight for survival, with only 12 ships making it to their destination.",3.4485,2023-12-25,6.8,87,December,2023,Drama+War
8845,"[878, 28, 12]",36677,en,Solarbabies,"In a future in which most water has disappeared from the Earth, we find a group of children, mostly teenagers, who are living at an orphanage, run by the despotic rulers of the new Earth. The group in question plays a hockey based game on roller skates and is quite good. It has given them a unity that transcends the attempts to bring them to heel by the government. Finding an orb of special power, they find it has unusual effects on them. They escape from the orphanage (on skates) and try to cross the wasteland looking for a place they can live free as the storm-troopers search for them and the orb.",3.6173,1986-11-26,5.282,86,November,1986,Action+Adventure+Science Fiction
8846,"[28, 35, 80, 53]",683328,id,The Big 4,A by-the-book female detective teams up with four down-on-their-luck assassins to investigate her father's murder.,3.4075,2022-12-19,6.8,199,December,2022,Action+Comedy+Crime+Thriller
8847,"[35, 18, 10751, 10402, 10749]",18126,en,Hannah Montana: The Movie,"When Miley Stewart (aka pop-star Hannah Montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. But sweet niblets! Miley must trade in all the glitz and glamour of Hollywood for some ol' blue jeans on the family farm in Tennessee, and question if she can be both Miley Stewart and Hannah Montana.",3.3503,2009-04-10,6.584,2025,April,2009,Comedy+Drama+Family+Music+Romance
8848,"[9648, 53]",179826,en,Odd Thomas,"In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces.",4.3656,2013-01-29,6.929,1358,January,2013,Mystery+Thriller
8849,"[12, 18, 10770]",2701,en,Abraham,"Rather than choosing a great leader or king, God chooses Abraham, an elderly shepherd from Mesopotamia, as the way to establish his Covenant with mankind... A man of great faith, Abraham continues to believe in God even when He seems to have abandoned him.",3.9186,1993-12-12,7.0,43,December,1993,Adventure+Drama+TV Movie
8850,"[35, 10749]",24548,en,Just One of the Guys,"When Terry Griffith loses her high school's writing competition, she's convinced that it's because she's a girl. So Terry decides to change high schools and pose as a boy to prove her point. Her brother, Buddy, helps her pass as a guy so well that she is soon making friends with the boys at school, including the attractive Rick, who becomes her new best friend. But her gender-swapping makes things difficult when she falls in love with him.",3.8126,1985-04-26,6.5,310,April,1985,Comedy+Romance
8851,"[28, 53, 9648, 18]",1139698,kn,ಟೋಬಿ,An estranged man deemed to be a beast vows to break free from the evil world and transform himself for his foster daughter.,3.2955,2023-08-25,8.3,3,August,2023,Action+Drama+Mystery+Thriller
8852,"[16, 14, 28, 35, 12, 10751]",551591,ja,映画 HUGっと！プリキュア♡ふたりはプリキュア オールスターズメモリーズ,"A vengeful teru teru bozu-like monster called Miden is stealing all of the Cures' magical powers and memories, turning them into helpless infants, barring Nagisa Misumi and Hana Nono. They must help the affected Cures to regain their abilities and fight off this new menance.",3.9641,2018-10-27,6.3,13,October,2018,Action+Adventure+Animation+Comedy+Family+Fantasy
8853,"[878, 28, 18]",19333,ja,メカゴジラの逆襲,"A submarine expedition to salvage the remains of Mechagodzilla is thwarted by a massive dinosaur named Titanosaurus. An Interpol investigation leads biologist Ichinose to uncover the work of Dr. Mafune and his mysterious daughter Katsura. Aligned with the Black Hole Aliens, Katsura's life becomes entwined with the resurrected machine.",3.4958,1975-03-15,6.893,220,March,1975,Action+Drama+Science Fiction
8854,"[10749, 28, 35]",921636,en,The Out-Laws,"A straight-laced bank manager is about to marry the love of his life. When his bank is held up by infamous Ghost Bandits during his wedding week, he believes his future in-laws who just arrived in town, are the infamous Out-Laws.",3.4255,2023-07-07,6.03,723,July,2023,Action+Comedy+Romance
8855,"[80, 53, 18]",6071,en,Kiss of Death,"Jimmy Kilmartin's an ex-con who's trying to go straight. But he can't say no to a quick driving job because his so-called friend's life is threatened. The job is for Little Junior Brown, a violent and powerful villain. When things go wrong, Jimmy is left to do the time, and his whole life is turned upside-down, but if that wasn't enough, the cops won't leave Jimmy alone when he gets out... They want Little Junior Brown.",3.9681,1995-04-21,5.654,327,April,1995,Crime+Drama+Thriller
8857,"[10749, 35]",1290218,ml,പൈങ്കിളി,"Tale of Suku, who fakes insanity to escape the law. While faking insanity, he falls in love.",3.3895,2025-02-14,5.4,13,February,2025,Comedy+Romance
8858,"[10751, 12, 16, 10749]",15969,en,The Return of Jafar,"The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.",3.9955,1994-05-20,6.2,3370,May,1994,Adventure+Animation+Family+Romance
8859,"[28, 18, 10749]",10908,en,Inferno,"Eddie Lomax is a drifter who has been in a suicidal funk since the death of his close friend Johnny. Riding his motorcycle into a small desert town where Johnny once lived, Lomax is confronted by a gang of toughs, who beat him and steal his bike. However, Lomax is not a man to take an injustice lying down, and soon he begins exacting a violent revenge on the men who stole his motorcycle, with local handyman Jubal Early lending a hand and several area ladies offering aid and comfort.",3.6809,1999-09-25,6.1,320,September,1999,Action+Drama+Romance
8860,"[16, 18, 10402]",374056,ja,劇場版 響け！ユーフォニアム～北宇治高校吹奏楽部へようこそ～,"After swearing off music due to an incident at the middle school regional brass band competition, euphonist Kumiko Oumae enters high school, hoping for a fresh start. As fate would have it, she ends up surrounded by people with an interest in the brass band. Kumiko finds the motivation she needs to make music once more with the help of her bandmates, some old friends, some new. However, in the band itself, chaos reigns supreme. Despite their intention to qualify for the national band competition, as they currently are, just competing in the local festival will be a challenge—unless new band advisor Noboru Taki does something about it.",3.7917,2016-04-23,5.9,21,April,2016,Animation+Drama+Music
8862,[18],614,sv,Smultronstället,"Crotchety retired doctor Isak Borg travels from Stockholm to Lund, Sweden, with his pregnant and unhappy daughter-in-law, Marianne, in order to receive an honorary degree from his alma mater. Along the way, they encounter a series of hitchhikers, each of whom causes the elderly doctor to muse upon the pleasures and failures of his own life. These include the vivacious young Sara, a dead ringer for the doctor's own first love.",3.2163,1957-08-28,8.12,1671,August,1957,Drama
8863,[18],480681,no,En affære,"A newly appointed teacher finds herself being followed, and soon discovers that one of her own students is obsessed with her.",3.2977,2018-10-05,5.4,52,October,2018,Drama
8864,"[10749, 16, 18, 35]",186383,ja,きまぐれオレンジ★ロード　あの日にかえりたい,"Kyousuke and Madoka have finally arrived at the point where they are close to graduation and have to decide where they want to go to college. Naturally, they want to go together, so beside all the studying they also have to look for a proper college where they can enter both. Hikaru, still a year from graduating, wants to support Kyousuke as well and does that in her own way. But while she does that, Madoka feels jealous and tells her feelings to Kyousuke. And then Kyousuke has to take action to finally decide on the girl he loves.",3.834,1988-10-08,7.0,80,October,1988,Animation+Comedy+Drama+Romance
8865,"[16, 14, 28, 12]",176983,ja,ワンピース フィルム ゼット,"Zephyr, now known as Z, rides the seas with only one goal: Destroy all pirates and their dreams at becoming King of Pirates. When Luffy and his crew encounter him at sea, not only are they utterly defeated by the man with an arm made of Seastone, Nami, Robin, and Chopper are turned 10 years younger due to Z's minion Ain. Luffy is so determined to win against him that he does not even notice Z's master plan that could sacrifice thousands of lives.",3.3072,2012-12-15,7.5,525,December,2012,Action+Adventure+Animation+Fantasy
8866,"[35, 10749]",11452,en,National Lampoon's Van Wilder,"Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated.",3.6428,2002-03-29,6.028,1815,March,2002,Comedy+Romance
